case,eta_cli,eta_reference,u_cli,u_reference,w_cli,w_reference,ax_cli,ax_reference,az_cli,az_reference,dynp_cli,dynp_reference,max_abs_state_error
Component,0.456836058127,0.45683605812669725,0.20608700156,0.20608700156003174,-1.05882973863,-1.0588297386272991,-0.692608615561,-0.6926086155613397,-0.0648980458361,-0.0648980458360506,0.440028301659,0.4400283016593003,2.700950574308081e-12
JONSWAP,-2.81986026794,-2.8198602679388514,-1.28819221049,-1.288192210489618,1.23695215681,1.2369521568054107,0.954452043118,0.9544520431178558,1.06549273056,1.0654927305630633,-1.66289935081,-1.662899350806433,4.589217894590547e-12
OchiHubble,-0.430540736135,-0.4305407361349081,-0.103854099153,-0.10385409915324349,0.499953859767,0.4999538597672538,0.412796621306,0.41279662130619726,0.0500127080323,0.050012708032294594,-0.20691962683,-0.2069196268301579,2.537969834293108e-13
TimeSeries,0.285777832156,0.2857778321557954,0.0760470562469,0.07604705624685737,0.4471446179,0.44714461790013105,0.346346921244,0.3463469212442317,0.00352186867141,0.0035218686714083257,0.248260108667,0.24826010866656742,4.325706459695766e-13
Torsethaugen,0.104925813955,0.10492581395456557,0.0939814594409,0.09398145944092584,0.708867009821,0.7088670098213756,0.454599973099,0.4545999730987992,-0.0517119313597,-0.05171193135967707,0.177441680039,0.17744168003888003,4.3443026953582375e-13
UserSpectrum,1.60446938614,1.6044693861374282,0.601511582962,0.6015115829621149,0.808348385009,0.8083483850085166,0.564228406113,0.5642284061127739,-0.432171943631,-0.432171943631396,0.882158626083,0.8821586260829881,2.5717206142417126e-12
