time,NODE_TowerTop.x,NODE_TowerTop.y,NODE_TowerTop.z,NODE_TowerTop.vx,NODE_TowerTop.vy,NODE_TowerTop.vz,NODE_TowerTop.ax,NODE_TowerTop.ay,NODE_TowerTop.az,NODE_TowerTop.q0,NODE_TowerTop.q1,NODE_TowerTop.q2,NODE_TowerTop.q3,BODY_Nacelle.x,BODY_Nacelle.y,BODY_Nacelle.z,BODY_Nacelle.vx,BODY_Nacelle.vy,BODY_Nacelle.vz,BODY_Nacelle.ax,BODY_Nacelle.ay,BODY_Nacelle.az,BODY_Nacelle.q0,BODY_Nacelle.q1,BODY_Nacelle.q2,BODY_Nacelle.q3
0.09999999999999999,0.001669132504408104,2.661539636200157e-16,89.99796971219598,0.02927339370230086,1.04249176731398e-14,0.002685695305858838,0.261791094648639,-1.47018138328797e-12,-1.493237118769152,0.9999999990461753,5.137743763094121e-17,4.367664664163221e-05,5.020154674777292e-18,0.001669132504408134,2.661539636260391e-16,89.99796971219598,0.02927339370230513,1.042491766978883e-14,0.002685695305858841,0.2617910946487417,-1.470181383918358e-12,-1.493237118769165,0.9999999990461753,5.137743763077289e-17,4.367664664163066e-05,5.020154674777628e-18
0.11,0.001987504472434869,3.772538010671658e-16,89.99788906983406,0.03183719680267647,1.110998374471501e-14,-0.008064236192003223,0.2563803100375603,6.850660715752052e-14,-1.074993149786206,0.9999999987417867,6.546361975434604e-17,5.016399864052007e-05,4.920404062563156e-18,0.001987504472434899,3.772538010514969e-16,89.99788906983406,0.03183719680267644,1.110998374254579e-14,-0.008064236192003334,0.2563803100371309,6.850660727569535e-14,-1.074993149786218,0.9999999987417867,6.546361975415408e-17,5.016399864052054e-05,4.920404062562785e-18
0.12,0.00233102621466742,1.896185273129193e-16,89.99776436440372,0.03435217422325512,-1.876352737542464e-14,-0.0124705430341487,0.2514977420578657,-2.987351112013965e-12,-0.4406306842145475,0.9999999983842038,3.474855827685354e-17,5.684709649298063e-05,1.190485284560692e-17,0.00233102621466736,1.896185272996989e-16,89.99776436440372,0.03435217422324612,-1.87635273751798e-14,-0.01247054303414852,0.2514977420569685,-2.987351111772559e-12,-0.4406306842145189,0.9999999983842038,3.474855827754694e-17,5.684709649298322e-05,1.19048528456067e-17
0.13,0.002699250096143897,2.419260871739765e-16,89.99765215156927,0.03682238814764775,5.230755986105718e-15,-0.01122128344588889,0.2470213924392624,2.399428336153036e-12,0.124925958825981,0.9999999979701595,1.7742197893331e-17,6.371562645703566e-05,1.494948345909255e-17,0.002699250096144057,2.419260871670291e-16,89.99765215156927,0.03682238814766969,5.230755986733021e-15,-0.0112212834458889,0.2470213924423571,2.399428336191282e-12,0.1249259588259626,0.9999999979701595,1.774219789394306e-17,6.371562645702995e-05,1.494948345909185e-17
0.14,0.003091758389965869,2.06569557133974e-16,89.99758558657297,0.03925082938219715,-3.535653004000251e-15,-0.006656499630858886,0.2428441234549404,-8.766408990105969e-13,0.4564783815030003,0.9999999974965338,-6.633386537614838e-18,7.075967964751903e-05,1.855115686475335e-17,0.003091758389966118,2.065695571316753e-16,89.99758558657297,0.0392508293822062,-3.535653003535382e-15,-0.006656499630858965,0.2428441234536505,-8.766408990268403e-13,0.4564783815029932,0.9999999974965338,-6.633386537275563e-18,7.075967964752094e-05,1.855115686475263e-17
0.15,0.003508156204503069,1.665867162613829e-16,89.9975713251645,0.04163978145371999,-3.998284087259105e-15,-0.001426140846376892,0.2388952071522843,-4.626310832588546e-14,0.5230358784481994,0.999999996960438,-3.846290993530395e-17,7.796873717477436e-05,2.319387262836704e-17,0.003508156204503264,1.665867162490412e-16,89.9975713251645,0.04163978145371458,-3.998284088263409e-15,-0.001426140846376878,0.2388952071508382,-4.626310847280264e-14,0.5230358784482086,0.999999996960438,-3.84629099341947e-17,7.796873717475112e-05,2.319387262836795e-17
0.16,0.003948068841817253,1.958058583645176e-18,89.99759631640667,0.04399126373141845,-1.646286576777377e-14,0.002499124217624784,0.2351482277698456,-1.246458168051467e-12,0.3925265064001675,0.9999999963593146,-6.752048873748442e-17,8.5330947713553e-05,3.311682572117535e-17,0.003948068841816755,1.958058587072752e-18,89.99759631640667,0.04399126373134905,-1.646286576619684e-14,0.002499124217624815,0.2351482277634466,-1.246458167793344e-12,0.3925265064001693,0.9999999963593146,-6.752048873809347e-17,8.533094771351996e-05,3.311682572117549e-17
0.17,0.004411143107584489,4.391348623934456e-17,89.99763885689623,0.04630742657672364,4.195542765569938e-15,0.004254048956204283,0.2316162845305191,2.065840853334371e-12,0.1754924738579499,0.9999999956910242,-5.321031124949578e-17,9.283292198755826e-05,4.711155366360151e-17,0.00441114310758526,4.391348623552668e-17,89.99763885689623,0.04630742657685055,4.195542764845393e-15,0.004254048956204103,0.2316162845501499,2.065840853104224e-12,0.1754924738579287,0.9999999956910242,-5.321031125014116e-17,9.283292198759644e-05,4.711155366360259e-17
0.18,0.004897051148068177,-1.11995173999774e-16,89.99767877035366,0.04859080404836876,-1.559086602391186e-14,0.003991345743113722,0.2283377471645122,-1.978640878948179e-12,-0.02627032130905612,0.999999994953864,-6.551572041946256e-17,0.0001004602988151859,6.707307604066598e-17,0.004897051148067809,-1.119951740092464e-16,89.99767877035366,0.04859080404825489,-1.55908660244773e-14,0.003991345743113712,0.2283377471404342,-1.97864087893227e-12,-0.02627032130903904,0.999999994953864,-6.551572041922139e-17,0.0001004602988151471,6.707307604066469e-17
0.19,0.005405494955214946,-2.158778753055822e-16,89.99770361567282,0.05084438071467689,-1.038827013058082e-14,0.002484531915916688,0.2253576666308127,5.202595893331033e-13,-0.1506813827197034,0.9999999941464716,-6.896241795678678e-17,0.0001081991519824625,7.689997488616393e-17,0.005405494955214543,-2.158778753270431e-16,89.99770361567282,0.05084438071467343,-1.038827013177968e-14,0.00248453191591669,0.2253576666418546,5.202595892697628e-13,-0.1506813827197023,0.9999999941464716,-6.89624179553563e-17,0.0001081991519825234,7.68999748861642e-17
0.2,0.00593620977107759,-1.368356520484857e-16,89.99771020426527,0.05307148158626443,7.904222325709647e-15,0.0006588592448593161,0.2227100871587541,1.829249245629047e-12,-0.1825672671057372,0.999999993267588,-3.228334453767268e-17,0.0001160380264280084,8.076565397776492e-17,0.005936209771077903,-1.368356520361986e-16,89.99771020426527,0.0530714815863359,7.904222329084458e-15,0.0006588592448592863,0.2227100871662467,1.829249246086414e-12,-0.1825672671057403,0.999999993267588,-3.228334453769179e-17,0.0001160380264279557,8.07656539777642e-17
0.21,0.006488965083175262,-3.380019387776857e-16,89.99770251616465,0.05527553120976718,-2.011662867291999e-14,-0.0007688100621334341,0.2204049623502749,-2.802085099862964e-12,-0.142766930699275,0.9999999923157002,-3.11063645320865e-17,0.0001239701549586632,8.031601855593702e-17,0.006488965083175148,-3.380019388134318e-16,89.99770251616465,0.05527553120972446,-2.011662867772333e-14,-0.0007688100621334494,0.2204049623388563,-2.802085100680778e-12,-0.1427669306992736,0.9999999923157002,-3.110636453320012e-17,0.0001239701549586673,8.031601855593772e-17
0.2200000000000001,0.00706356250981378,-4.160807624157661e-16,89.9976879345806,0.05745974266385188,-7.807882363808046e-15,-0.001458158406083147,0.2184211454084699,1.230874630911194e-12,-0.06893483439497128,0.9999999912886191,7.501503922961501e-18,0.0001319953091281629,7.783462337730555e-17,0.007063562509813906,-4.160807624060227e-16,89.9976879345806,0.05745974266387583,-7.807882359259083e-15,-0.001458158406083112,0.2184211454151368,1.230874631846424e-12,-0.06893483439496625,0.9999999912886191,7.501503923100553e-18,0.0001319953091282096,7.7834623377306e-17
0.2300000000000001,0.007659830445025379,-4.048052038379875e-16,89.99767362637782,0.05962679352115987,1.12755585777786e-15,-0.001430820277985453,0.2167050857307992,8.935438221585906e-13,0.002733812809769414,0.9999999901830802,4.288811998355307e-17,0.000140120802896505,7.018770995510557e-17,0.007659830445025439,-4.048052038437071e-16,89.99767362637782,0.05962679352115324,1.127555856231555e-15,-0.001430820277985473,0.2167050857277412,8.935438215490638e-13,0.002733812809763863,0.9999999901830802,4.288811998349881e-17,0.0001401208028964992,7.018770995510569e-17
0.2400000000000001,0.008277615777476799,-3.43119206526108e-16,89.99766422575483,0.06177853324514193,6.168599731187949e-15,-0.0009400622991460648,0.2151739723982062,5.041043873410088e-13,0.0490757978839388,0.999999988994454,8.629372162958938e-17,0.0001483613546981315,5.85320993617851e-17,0.008277615777477432,-3.431192065225792e-16,89.99766422575483,0.06177853324519932,6.168599732112785e-15,-0.0009400622991460447,0.2151739724046073,5.041043875881231e-13,0.04907579788394287,0.999999988994454,8.629372162888337e-17,0.0001483613546981275,5.853209936178502e-17
0.2500000000000001,0.008916773310690254,-3.661279992798027e-16,89.99766115025308,0.06391575332134558,-2.300879275369475e-15,-0.0003075501755685074,0.213722007620365,-8.469479006557423e-13,0.06325121235775574,0.9999999877166382,1.186955623900575e-16,0.000156737752089137,4.687467790851766e-17,0.008916773310690374,-3.661279992729749e-16,89.99766115025308,0.06391575332129418,-2.300879275039562e-15,-0.0003075501755685006,0.2137220076094862,-8.469479007152346e-13,0.06325121235775441,0.9999999877166382,1.186955623901693e-16,0.00015673775208912,4.687467790851752e-17
0.2600000000000001,0.009577153724818602,-3.379449885533585e-16,89.99766322199534,0.06603804141283474,2.818301072644422e-15,0.0002071742253184273,0.2122288091489163,5.119180348013897e-13,0.05147244008869347,0.9999999863421717,1.178517431313416e-16,0.000165274486598587,3.3517927830141e-17,0.009577153724818517,-3.379449885508709e-16,89.99766322199534,0.0660380414128144,2.818301072210392e-15,0.0002071742253184311,0.2122288091520222,5.119180347249954e-13,0.05147244008869317,0.9999999863421717,1.178517431307976e-16,0.00016527448659859,3.3517927830141e-17
0.2700000000000001,0.01025859106012333,-4.725450598441573e-16,89.99766794308233,0.06814373353047259,-1.346000712907988e-14,0.000472108699094963,0.210569211763785,-1.62783082017243e-12,0.02649344737765357,0.9999999848625754,7.22100061505339e-17,0.0001739966909642504,1.785411260462292e-17,0.01025859106012301,-4.725450598427184e-16,89.99766794308233,0.06814373353044911,-1.346000712918474e-14,0.0004721086990949971,0.2105692117634714,-1.627830820139513e-12,0.02649344737765659,0.9999999848625754,7.221000615070507e-17,0.0001739966909642188,1.785411260462319e-17
0.2800000000000001,0.01096089077300225,-3.081701672409297e-16,89.99767277738792,0.0702299712878921,1.643748926032277e-14,0.0004834305591128309,0.2086237757419507,2.989749638940265e-12,0.001132186001786796,0.9999999832688927,8.844132555760313e-17,0.0001829267984232181,3.43300616495383e-18,0.01096089077300251,-3.081701672421481e-16,89.99767277738792,0.07022997128795036,1.643748926005702e-14,0.0004834305591128062,0.2086237757501247,2.989749638924176e-12,0.001132186001780915,0.9999999832688927,8.844132555782143e-17,0.0001829267984232194,3.433006164953408e-18
0.2900000000000001,0.01168381940311062,-1.817533082760325e-16,89.99767600916972,0.07229286301083693,1.264168589648971e-14,0.0003231781810818178,0.2062891722944826,-3.795803363833054e-13,-0.01602523780310131,0.999999981552376,9.80144142250673e-17,0.0001920813552972013,-7.281961419612735e-18,0.01168381940311037,-1.817533082849166e-16,89.99767600916972,0.07229286301078602,1.264168589572316e-14,0.0003231781810818271,0.2062891722835664,-3.795803364333865e-13,-0.01602523780309791,0.999999981552376,9.801441422591707e-17,0.0001920813552971532,-7.281961419613483e-18
0.3000000000000001,0.01242709677928818,-2.545545504191317e-16,89.99767703612618,0.07432773761775614,-7.280124214309921e-15,0.0001026956459954404,0.2034874606919215,-1.992181011079964e-12,-0.02204825350863774,0.9999999797052482,6.812652954246459e-17,0.0002014683661079722,-1.461413647895179e-17,0.0124270967792879,-2.545545504654676e-16,89.99767703612618,0.07432773761775276,-7.280124218055103e-15,0.0001026956459954969,0.2034874606966733,-1.992181011377826e-12,-0.02204825350863302,0.9999999797052482,6.81265295418695e-17,0.0002014683661079736,-1.46141364789512e-17
0.3100000000000001,0.01319039148077709,-2.991943944104216e-16,89.99767619153209,0.07632947014889069,-4.463984399128991e-15,-8.445940867825469e-05,0.2001732531134545,2.81613981518093e-13,-0.01871550546736951,0.9999999777214652,5.132400887724356e-17,0.0002110854527259076,-2.065889509256847e-17,0.01319039148077716,-2.991943944627323e-16,89.99767619153209,0.07632947014892615,-4.463984399726472e-15,-8.445940867823084e-05,0.2001732531173389,2.816139818328631e-13,-0.01871550546737278,0.9999999777214652,5.132400888079104e-17,0.000211085452725893,-2.0658895092568e-17
0.3200000000000001,0.01397331997661011,-2.254251060610689e-16,89.99767431492488,0.0782928495833022,7.376928834935273e-15,-0.0001876607213681099,0.1963379434411508,1.184091323406426e-12,-0.01032013126898552,0.9999999755974002,6.832823419483946e-17,0.0002209189856169255,-2.973488972104829e-17,0.0139733199766101,-2.25425106059915e-16,89.99767431492488,0.07829284958329369,7.376928840281727e-15,-0.0001876607213681079,0.1963379434367543,1.18409132400082e-12,-0.0103201312689877,0.9999999755974002,6.832823419407229e-17,0.0002209189856169225,-2.973488972104818e-17
0.3300000000000001,0.01477544952640548,-3.063978884255461e-17,89.99767230001288,0.08021295497953743,1.947853172185143e-14,-0.0002014912002800903,0.192010539623523,1.210160288691615e-12,-0.001383047891198035,0.9999999733323838,1.16701288670809e-16,0.00023094421623797,-3.552388752777921e-17,0.0147754495264055,-3.06397888537309e-17,89.99767230001288,0.08021295497953961,1.947853172061841e-14,-0.0002014912002800884,0.1920105396245916,1.210160288033669e-12,-0.001383047891198052,0.9999999733323838,1.1670128867054e-16,0.000230944216237965,-3.552388752777753e-17
0.3400000000000001,0.01559630458619316,-4.33449778513949e-17,89.99767077829821,0.08208550597876738,-1.270518900884028e-15,-0.000152171466057336,0.1872550999229949,-2.074905062273546e-12,0.00493197342227543,0.9999999709290474,7.232045498410163e-17,0.0002411263231198619,-4.200316009889975e-17,0.01559630458619314,-4.334497784005787e-17,89.99767077829821,0.082085505978765,-1.270518898632697e-15,-0.0001521714660573404,0.1872550999225397,-2.074905061925111e-12,0.004931973422274799,0.9999999709290474,7.232045498271457e-17,0.0002411263231198596,-4.200316009890014e-17
0.3500000000000001,0.01643537616911268,-1.661418359031226e-17,89.99766999774857,0.08390715829195212,2.673079426108264e-15,-7.805496459555963e-05,0.1821652313184749,3.943598326992293e-13,0.007411650146177636,0.9999999683934393,4.455139617231084e-17,0.0002514221941040772,-4.530957196295537e-17,0.01643537616911276,-1.661418359439012e-17,89.99766999774857,0.08390715829196144,2.673079424566775e-15,-7.80549645955792e-05,0.1821652313196434,3.943598323199472e-13,0.007411650146176119,0.9999999683934393,4.455139617005864e-17,0.0002514221941040624,-4.530957196295425e-17
0.3600000000000002,0.0172921333989074,-6.408386501548112e-18,89.99766987063353,0.08567572297947181,1.020579708876415e-15,-1.271150415473312e-05,0.176856468751968,-1.65249971723185e-13,0.006534346044082651,0.999999965734905,2.682707573004798e-17,0.0002617827116963933,-5.200211778616575e-17,0.01729213339890731,-6.408386506895395e-18,89.99766987063353,0.08567572297945478,1.020579708749472e-15,-1.27115041547313e-05,0.176856468749334,-1.652499715817303e-13,0.00653434604408479,0.999999965734905,2.682707573006728e-17,0.0002617827116964028,-5.200211778616545e-17
0.3700000000000002,0.01816603638397804,-1.359342778234707e-17,89.99767011703786,0.08739029850706402,-7.185041280798957e-16,2.464043271069896e-05,0.1714575527592216,-1.73908383695631e-13,0.003735193686543207,0.9999999629657482,8.547477026800159e-18,0.0002721552893891717,-5.753069948764668e-17,0.01816603638397777,-1.359342778272424e-17,89.99767011703786,0.08739029850704627,-7.185041275828841e-16,2.464043271071811e-05,0.1714575527591494,-1.739083836332356e-13,0.003735193686544941,0.9999999629657482,8.547477025406902e-18,0.0002721552893891609,-5.753069948764558e-17
0.3800000000000002,0.01905654953306977,2.076497339802246e-16,89.99767042365394,0.08905131490917341,2.212431617625716e-14,3.066160872797066e-05,0.1661016402109389,2.284282030433706e-12,0.0006021176017271707,0.9999999601007101,3.402251868730519e-17,0.0002824864203048769,-5.534757421102432e-17,0.01905654953307007,2.076497339649036e-16,89.99767042365394,0.08905131490922959,2.212431617476278e-14,3.066160872795081e-05,0.1661016402183316,2.284282030234567e-12,0.0006021176017232696,0.9999999601007101,3.402251868952275e-17,0.0002824864203048922,-5.534757421102477e-17
0.3900000000000002,0.01996315451579613,2.962072393051844e-16,89.99767055970467,0.09066049827263593,8.855750532495977e-15,1.360507233066006e-05,0.1609183363462524,-1.326856564376119e-12,-0.00170565363973106,0.9999999571563176,2.802527287759775e-17,0.0002927240379329501,-5.980774834624521e-17,0.01996315451579606,2.962072392558576e-16,89.99767055970467,0.09066049827259964,8.855750529095402e-15,1.360507233065012e-05,0.1609183363370056,-1.326856564566738e-12,-0.001705653639730069,0.9999999571563176,2.802527287954989e-17,0.0002927240379329408,-5.98077483462459e-17
0.4000000000000002,0.02088536221637349,5.778958723222142e-16,89.99767042591883,0.09222077005773525,2.816886330170298e-14,-1.337858509728213e-05,0.1560271785099321,1.9313112769207e-12,-0.002698365742794219,0.9999999541501611,4.808133233027193e-17,0.0003028195424530079,-6.024418929351746e-17,0.02088536221637331,5.77895872319618e-16,89.99767042591883,0.09222077005772519,2.816886330637604e-14,-1.337858509726478e-05,0.156027178512555,1.931311277728063e-12,-0.00269836574279149,0.9999999541501611,4.808133233034936e-17,0.0003028195424529884,-6.024418929351539e-17
0.4100000000000002,0.02182272320678297,5.034572263319584e-16,89.99767004299244,0.09373609904094873,-7.443864599025575e-15,-3.82926381830697e-05,0.1515328983213479,-3.561272790072855e-12,-0.002491405308578756,0.999999951100158,8.556880663392672e-18,0.0003127294055379951,-5.897118646247163e-17,0.02182272320678329,5.034572263569759e-16,89.99767004299244,0.09373609904099822,-7.443864596264219e-15,-3.829263818308088e-05,0.1515328983273029,-3.561272790264025e-12,-0.00249140530858161,0.999999951100158,8.556880662488422e-18,0.0003127294055379973,-5.897118646247156e-17
0.4200000000000002,0.02277483644726816,4.972405710394651e-16,89.99766950395941,0.09521132404851805,-6.216655292493308e-16,-5.390330222091146e-05,0.1475225007569317,6.822199069776244e-13,-0.001561066403784176,0.9999999480238556,-1.269741703665149e-17,0.0003224163232940059,-5.811545192925898e-17,0.02277483644726831,4.972405710232079e-16,89.99766950395941,0.09521132404850163,-6.216655333767972e-16,-5.390330222091204e-05,0.1475225007503411,6.822199062887422e-13,-0.001561066403783116,0.9999999480238556,-1.269741703627122e-17,0.0003224163232940303,-5.811545192925859e-17
0.4300000000000002,0.02374135608511898,7.073787084853591e-16,89.99766891862197,0.09665196378508197,2.10138137445894e-14,-5.853374497533916e-05,0.1440639736563915,2.163547927383873e-12,-0.00046304427544277,0.9999999449378085,-1.126187606224766e-17,0.0003318499349305853,-5.402906209380647e-17,0.02374135608511934,7.07378708444038e-16,89.99766891862197,0.0966519637851031,2.101381374208301e-14,-5.853374497536e-05,0.1440639736601468,2.163547927545981e-12,-0.0004630442754447961,0.9999999449378085,-1.126187606225904e-17,0.0003318499349306572,-5.402906209380509e-17
0.4400000000000002,0.02472199635287177,7.093824604959189e-16,89.99766837126523,0.09806402677527941,2.003752010559891e-16,-5.47356727768926e-05,0.1412062990197444,-2.081343854353341e-12,0.0003798072198446562,0.9999999418570564,-2.572521740496776e-17,0.0003410071600134411,-5.061329562625856e-17,0.02472199635287164,7.09382460509002e-16,89.99766837126523,0.09806402677523059,2.003752064963947e-16,-5.473567277687531e-05,0.1412062990127486,-2.081343853558661e-12,0.0003798072198484685,0.9999999418570564,-2.57252174051624e-17,0.0003410071600134232,-5.061329562625784e-17
0.4500000000000002,0.0257165346585494,5.87172425659441e-16,89.99766790123255,0.09945383056776291,-1.22210034836478e-14,-4.700326919264929e-05,0.1389803792483504,-1.242137868470378e-12,0.0007732403584243309,0.9999999387947098,-6.223445209763871e-17,0.0003498722281387682,-4.989173462802869e-17,0.02571653465854935,5.871724256628203e-16,89.99766790123255,0.09945383056777032,-1.222100348461816e-14,-4.700326919266142e-05,0.1389803792539737,-1.242137869111456e-12,0.0007732403584213893,0.9999999387947098,-6.223445209754448e-17,0.0003498722281387756,-4.989173462802768e-17
0.4600000000000002,0.02672481301460452,6.744835031013463e-16,89.99766750505923,0.1008278356055124,8.731107744190532e-15,-3.961733256771172e-05,0.1374005037749454,2.095211122783833e-12,0.0007385936624937573,0.9999999357616418,-7.952035305989896e-17,0.0003584364819580487,-4.924144485295191e-17,0.02672481301460456,6.744835031040344e-16,89.99766750505923,0.1008278356055219,8.731107744121399e-15,-3.961733256775612e-05,0.1374005037751536,2.095211122873956e-12,0.0007385936624905297,0.9999999357616418,-7.952035306016098e-17,0.0003584364819581179,-4.924144485295199e-17
0.4700000000000003,0.02774673797463032,6.50456882817693e-16,89.99766715211852,0.1021924960025797,-2.402662028365334e-15,-3.529407057365111e-05,0.1364660397067285,-1.113376977255587e-12,0.00043232619940606,0.999999932766275,-9.81128944022905e-17,0.0003666980295873165,-5.15684902933428e-17,0.02774673797463013,6.504568828280167e-16,89.99766715211852,0.1021924960025571,-2.402662027601766e-15,-3.529407057359701e-05,0.1364660397035256,-1.113376977172317e-12,0.0004323261994159114,0.999999932766275,-9.811289440252332e-17,0.0003666980295872756,-5.156849029334599e-17
0.4800000000000003,0.02878227924629718,7.479129921706241e-16,89.99766680396507,0.1035541271666864,9.745610935293106e-15,-3.481534446581644e-05,0.1361631164106744,1.214827296365844e-12,4.787261078346706e-05,0.9999999298144492,-9.663689714771292e-17,0.0003746613086141349,-5.660051419284837e-17,0.02878227924629656,7.479129921646272e-16,89.99766680396507,0.1035541271666428,9.745610933661052e-15,-3.481534446576309e-05,0.1361631164085733,1.214827296126282e-12,4.787261078339117e-05,0.9999999298144492,-9.663689714878398e-17,0.0003746613086142138,-5.660051419284745e-17
0.4900000000000003,0.02983146713464544,5.030894477956503e-16,89.99766642966868,0.1049187888348262,-2.448235443749737e-14,-3.742963962837156e-05,0.136466166813981,-3.422796537279048e-12,-0.0002614295162555115,0.9999999269093574,-1.381734896212189e-16,0.0003823366048504766,-5.403790810806801e-17,0.02983146713464363,5.030894478115334e-16,89.99766642966868,0.1049187888347064,-2.448235443530938e-14,-3.742963962822614e-05,0.1364661668063566,-3.422796536897044e-12,-0.0002614295162463046,0.9999999269093574,-1.381734896218809e-16,0.0003823366048504183,-5.403790810806786e-17
